Employee_ID,Department,Job_Level,Location,Gender,Education_Level,Performance_Rating,Monthly_Salary,Hire_Date,Exit_Date,Attrition_Status,Attrition_Type,Tenure_Years,Date_Error_Flag,Tenure_Flag
499,Customer Support,Junior,Accra,Female,Bachelor,5,4588,7/9/2017,,0,Active,2.490410959,OK,OK
500,Customer Support,Junior,Nairobi,Female,Master,2,4588,7/10/2017,,0,Active,1.515068493,OK,OK
501,Finance,Junior,Accra,Male,Bachelor,4,4578,7/20/2017,5/7/2020,1,Involuntary,5.145205479,OK,OK
502,Operations,Junior,Nairobi,Male,Diploma,4,4574,7/21/2017,,0,Active,1.115068493,OK,OK
503,Engineering,Manager,Johannesburg,Female,Bachelor,2,4567,7/22/2017,8/9/2021,1,Voluntary,6.345205479,OK,OK
504,Marketing,Junior,Accra,Male,Diploma,5,4567,7/25/2017,,0,Active,9.334246575,OK,OK
505,Finance,Junior,Johannesburg,Female,Diploma,3,4566,7/25/2017,3/24/2020,1,Voluntary,2.621917808,OK,OK
506,Sales,Senior,Lagos,Male,Master,3,4565,7/28/2017,,0,Active,1.498630137,OK,OK
507,Customer Support,Mid,Johannesburg,Female,Master,4,4564,7/28/2017,,0,Active,6.463013699,OK,OK
508,Marketing,Senior,Lagos,Female,PhD,3,4555,7/28/2017,8/16/2023,1,Voluntary,7.117808219,OK,OK
509,Customer Support,Junior,Nairobi,Male,Master,4,4553,8/2/2017,,0,Active,2.342465753,OK,OK
510,Finance,Mid,Accra,Male,Master,1,4550,8/2/2017,,0,Active,3.731506849,OK,OK
511,Finance,Junior,Accra,Male,Diploma,4,4548,8/3/2017,,0,Active,10.99452055,OK,OK
512,Engineering,Junior,Accra,Female,Master,3,4546,8/6/2017,10/23/2016,1,Voluntary,0.947945205,Date Error,OK
513,Customer Support,Manager,Johannesburg,Male,Master,3,4545,8/10/2017,,0,Active,2.947945205,OK,OK
514,Marketing,Junior,Nairobi,Female,Master,3,4538,8/10/2017,,0,Active,4.657534247,OK,OK
515,Sales,Mid,Johannesburg,Male,Bachelor,4,4534,8/12/2017,,0,Active,6.506849315,OK,OK
516,Sales,Mid,Johannesburg,Male,Bachelor,4,4530,8/13/2017,,0,Active,3.178082192,OK,OK
517,Engineering,Junior,Accra,Male,Master,3,4528,8/16/2017,8/23/2023,1,Voluntary,2.506849315,OK,OK
518,Marketing,Manager,Lagos,Male,Master,3,4528,8/19/2017,,0,Active,10.73972603,OK,OK
519,Customer Support,Junior,Accra,Female,PhD,3,4527,8/19/2017,2/22/2019,1,Voluntary,3.706849315,OK,OK
520,Sales,Senior,Accra,Female,Diploma,4,4526,8/20/2017,,0,Active,4.868493151,OK,OK
521,Operations,Manager,Accra,Female,Bachelor,3,4514,8/22/2017,,0,Active,7.775342466,OK,OK
522,Engineering,Mid,Lagos,Male,Bachelor,4,4511,8/23/2017,,0,Active,6.380821918,OK,OK
523,Customer Support,Manager,Accra,Female,Master,4,4510,8/24/2017,,0,Active,7.890410959,OK,OK
524,Marketing,Junior,Accra,Female,Bachelor,3,4505,8/26/2017,,0,Active,9.926027397,OK,OK
525,Marketing,Mid,Accra,Female,Diploma,3,4504,8/28/2017,,0,Active,8.901369863,OK,OK
526,Operations,Junior,Accra,Male,PhD,3,4500,8/28/2017,,0,Active,6.005479452,OK,OK
527,Engineering,Senior,Johannesburg,Male,Diploma,4,4497,8/29/2017,,0,Active,2.594520548,OK,OK
528,Engineering,Manager,Nairobi,Male,Master,3,4497,9/6/2017,,0,Active,6.775342466,OK,OK
529,Sales,Junior,Johannesburg,Female,Bachelor,3,4493,9/7/2017,,0,Active,2.989041096,OK,OK
530,Marketing,Mid,Lagos,Male,Master,4,4491,9/13/2017,,0,Active,2.008219178,OK,OK
531,Marketing,Junior,Accra,Male,Bachelor,3,4487,9/13/2017,,0,Active,3.35890411,OK,OK
532,Customer Support,Mid,Nairobi,Male,PhD,3,4476,9/14/2017,,0,Active,9.139726027,OK,OK
533,Customer Support,Mid,Accra,Female,PhD,3,4474,9/18/2017,,0,Active,6.745205479,OK,OK
534,Operations,Manager,Accra,Female,Diploma,2,4457,9/18/2017,6/14/2017,1,Involuntary,3.41369863,Date Error,OK
535,HR,Mid,Accra,Male,Diploma,4,4454,9/18/2017,,0,Active,1.446575342,OK,OK
536,Customer Support,Junior,Accra,Male,Bachelor,2,4451,9/21/2017,,0,Active,4.391780822,OK,OK
537,Marketing,Junior,Accra,Female,Master,3,4441,9/23/2017,,0,Active,3.652054795,OK,Missing Tenure
538,Engineering,Junior,Lagos,Female,Master,4,4438,9/27/2017,,1,Voluntary,,Date Error,OK
539,Engineering,Junior,Nairobi,Female,Bachelor,3,4436,9/30/2017,,0,Active,7.621917808,OK,OK
540,Sales,Junior,Accra,Female,Bachelor,5,4435,10/1/2017,11/25/2024,1,Voluntary,3.380821918,OK,OK
541,Customer Support,Senior,Accra,Female,Bachelor,5,4435,10/1/2017,,0,Active,10.99726027,OK,Missing Tenure
542,Operations,Mid,Nairobi,Female,Master,3,4433,10/1/2017,,1,Voluntary,,Date Error,OK
543,Engineering,Mid,Accra,Male,PhD,1,4427,10/2/2017,,0,Active,2.043835616,OK,OK
544,Finance,Junior,Accra,Female,Bachelor,4,4424,10/3/2017,,0,Active,5.780821918,OK,OK
545,Finance,Senior,Johannesburg,Female,Bachelor,3,4417,10/5/2017,,0,Active,7.104109589,OK,Missing Tenure
546,Engineering,Senior,Accra,Female,Diploma,2,4415,10/6/2017,,1,Voluntary,,Date Error,OK
547,Sales,Junior,Accra,Male,Bachelor,4,4414,10/6/2017,10/17/2023,1,Voluntary,5.394520548,OK,OK
548,Finance,Senior,Lagos,Male,Bachelor,1,4410,10/11/2017,,0,Active,1.246575342,OK,OK
549,Operations,Mid,Accra,Male,Diploma,4,4406,10/12/2017,,0,Active,2.62739726,OK,OK
550,HR,Junior,Lagos,Male,Bachelor,2,4404,10/13/2017,,0,Active,1.975342466,OK,OK
551,Operations,Mid,Nairobi,Male,Bachelor,2,4404,10/15/2017,,0,Active,3.794520548,OK,OK
552,Marketing,Mid,Accra,Female,Bachelor,2,4400,10/16/2017,,0,Active,10.54794521,OK,OK
553,Operations,Junior,Lagos,Male,Bachelor,5,4392,10/17/2017,,0,Active,3.315068493,OK,OK
554,Operations,Manager,Lagos,Male,Diploma,4,4391,10/27/2017,12/16/2020,1,Voluntary,4.794520548,OK,OK
555,Marketing,Senior,Accra,Male,Master,4,4390,10/27/2017,,0,Active,8.271232877,OK,OK
556,Engineering,Senior,Lagos,Female,Master,3,4373,10/30/2017,,0,Active,10.59452055,OK,OK
557,Sales,Mid,Accra,Male,Bachelor,3,4369,11/1/2017,,0,Active,2.616438356,OK,Missing Tenure
558,Sales,Mid,Lagos,Male,Diploma,3,4367,11/2/2017,,1,Involuntary,,Date Error,OK
559,HR,Mid,Accra,Female,Master,3,4365,11/2/2017,,0,Active,9.630136986,OK,OK
560,Finance,Mid,Lagos,Male,PhD,3,4360,11/3/2017,,0,Active,6.698630137,OK,OK
561,Finance,Junior,Accra,Female,Bachelor,3,4360,11/4/2017,9/10/2023,1,Voluntary,3.967123288,OK,Missing Tenure
562,Sales,Mid,Nairobi,Female,Bachelor,3,4360,11/5/2017,,1,Voluntary,,Date Error,OK
563,Sales,Senior,Accra,Male,Bachelor,5,4355,11/9/2017,,0,Active,9.630136986,OK,OK
564,Sales,Mid,Lagos,Male,Bachelor,2,4351,11/11/2017,,0,Active,1.934246575,OK,OK
565,Engineering,Junior,Lagos,Female,Diploma,5,4346,11/15/2017,9/26/2023,1,Voluntary,1.583561644,OK,OK
566,Operations,Senior,Nairobi,Male,Bachelor,1,4346,11/22/2017,,0,Active,8.701369863,OK,OK
567,Engineering,Junior,Lagos,Male,Master,3,4344,11/25/2017,,0,Active,10.04931507,OK,OK
568,Engineering,Junior,Nairobi,Male,Bachelor,3,4342,11/25/2017,,0,Active,5.336986301,OK,OK
569,Marketing,Junior,Nairobi,Female,Bachelor,3,4340,11/26/2017,,0,Active,6.463013699,OK,OK
570,Engineering,Junior,Johannesburg,Male,Bachelor,3,4338,11/29/2017,9/12/2020,1,Voluntary,5.065753425,OK,OK
571,Operations,Senior,Accra,Female,Bachelor,3,4337,12/1/2017,,0,Active,8.087671233,OK,OK
572,HR,Mid,Lagos,Female,Diploma,3,4330,12/1/2017,,0,Active,4.123287671,OK,OK
573,Engineering,Junior,Nairobi,Male,Diploma,4,4327,12/3/2017,12/28/2018,1,Involuntary,4.884931507,OK,OK
574,Finance,Senior,Johannesburg,Male,Master,4,4324,12/4/2017,,0,Active,4.569863014,OK,OK
575,Marketing,Senior,Johannesburg,Female,Diploma,4,4324,12/6/2017,,0,Active,10.53150685,OK,OK
576,Customer Support,Senior,Lagos,Male,Master,3,4320,12/7/2017,5/13/2020,1,Voluntary,3.632876712,OK,OK
577,Sales,Junior,Accra,Female,PhD,3,4314,12/9/2017,,0,Active,1.136986301,OK,OK
578,Customer Support,Mid,Lagos,Male,Bachelor,3,4307,12/10/2017,,0,Active,6.942465753,OK,OK
579,Operations,Manager,Nairobi,Male,Bachelor,3,4304,12/13/2017,,0,Active,3.698630137,OK,OK
580,Engineering,Senior,Lagos,Male,Bachelor,3,4296,12/13/2017,,0,Active,7.676712329,OK,Missing Tenure
581,Engineering,Junior,Lagos,Male,Master,3,4295,12/16/2017,,1,Voluntary,,Date Error,OK
582,Customer Support,Junior,Nairobi,Male,PhD,2,4292,12/17/2017,,0,Active,8.720547945,OK,OK
583,Operations,Mid,Lagos,Female,Master,3,4288,12/18/2017,,0,Active,4.632876712,OK,OK
584,Engineering,Manager,Johannesburg,Male,Diploma,2,4286,12/19/2017,,0,Active,8.106849315,OK,OK
585,Finance,Mid,Lagos,Male,Master,4,4283,12/22/2017,,0,Active,3.873972603,OK,OK
586,Engineering,Mid,Accra,Male,Bachelor,4,4281,12/23/2017,10/8/2017,1,Voluntary,1.312328767,Date Error,OK
587,Sales,Junior,Lagos,Female,Bachelor,5,4280,12/26/2017,8/10/2023,1,Voluntary,5.328767123,OK,Missing Tenure
588,Sales,Mid,Nairobi,Male,Diploma,4,4277,12/30/2017,,1,Involuntary,,Date Error,OK
589,Sales,Senior,Accra,Female,Bachelor,2,4277,1/2/2018,,0,Active,8.142465753,OK,OK
590,Sales,Mid,Accra,Male,Master,4,4277,1/6/2018,,0,Active,3.430136986,OK,OK
591,Sales,Senior,Johannesburg,Male,Bachelor,4,4273,1/7/2018,,0,Active,8.457534247,OK,OK
592,Finance,Manager,Accra,Male,Bachelor,3,4272,1/8/2018,12/12/2021,1,Voluntary,2.093150685,OK,OK
593,Sales,Junior,Lagos,Female,Bachelor,3,4264,1/13/2018,,0,Active,4.331506849,OK,OK
594,Engineering,Mid,Lagos,Male,Master,5,4261,1/15/2018,,0,Active,1.610958904,OK,OK
595,Marketing,Junior,Lagos,Male,Master,3,4260,1/17/2018,,0,Active,3.893150685,OK,OK
596,Operations,Senior,Lagos,Male,Bachelor,5,4257,1/21/2018,,0,Active,2.849315068,OK,OK
597,Finance,Mid,Accra,Female,Diploma,2,4255,1/23/2018,,0,Active,7.580821918,OK,Missing Tenure
598,Sales,Mid,Lagos,Male,Bachelor,2,4248,1/24/2018,,1,Involuntary,,Date Error,OK
599,Sales,Senior,Lagos,Male,PhD,3,4244,1/24/2018,,0,Active,7.246575342,OK,OK
600,Sales,Mid,Nairobi,Male,Bachelor,3,4243,1/25/2018,,0,Active,8.101369863,OK,OK
601,Sales,Manager,Accra,Male,Bachelor,4,4242,1/28/2018,,0,Active,3.391780822,OK,OK
602,Engineering,Mid,Lagos,Female,Bachelor,5,4239,1/29/2018,6/2/2017,1,Voluntary,2.052054795,Date Error,OK
603,Sales,Junior,Accra,Female,Bachelor,3,4239,1/29/2018,,0,Active,6.290410959,OK,OK
604,Sales,Senior,Accra,Male,Master,1,4238,1/31/2018,,0,Active,2.476712329,OK,OK
605,Sales,Senior,Accra,Male,Bachelor,4,4238,2/3/2018,,0,Active,3.01369863,OK,OK
606,Operations,Junior,Accra,Male,Diploma,3,4236,2/4/2018,,0,Active,3.983561644,OK,OK
607,Sales,Senior,Nairobi,Male,Diploma,2,4230,2/6/2018,,0,Active,5.21369863,OK,Missing Tenure
608,Engineering,Manager,Accra,Male,Bachelor,3,4228,2/8/2018,,1,Voluntary,,Date Error,OK
609,Operations,Junior,Johannesburg,Female,PhD,4,4227,2/15/2018,,0,Active,5.063013699,OK,OK
610,Finance,Manager,Johannesburg,Female,Bachelor,4,4225,2/16/2018,,0,Active,6.328767123,OK,OK
611,Sales,Junior,Lagos,Female,Master,3,4225,2/18/2018,,0,Active,10.09041096,OK,OK
612,HR,Junior,Accra,Female,Master,3,4224,2/20/2018,,0,Active,7.78630137,OK,OK
613,Finance,Junior,Lagos,Female,Bachelor,5,4222,2/20/2018,,0,Active,2.731506849,OK,OK
614,Sales,Manager,Nairobi,Female,Diploma,4,4219,2/21/2018,,0,Active,8.876712329,OK,OK
615,Marketing,Mid,Lagos,Male,Diploma,3,4216,2/22/2018,,0,Active,7.761643836,OK,OK
616,Customer Support,Junior,Accra,Female,Master,3,4207,2/25/2018,,0,Active,2.008219178,OK,OK
617,Sales,Mid,Lagos,Male,Bachelor,4,4191,2/26/2018,,0,Active,5.712328767,OK,Missing Tenure
618,Engineering,Mid,Nairobi,Male,Bachelor,3,4191,2/28/2018,,1,Involuntary,,Date Error,OK
619,HR,Junior,Nairobi,Female,Bachelor,2,4186,3/1/2018,,0,Active,6.991780822,OK,OK
620,HR,Manager,Accra,Male,Master,3,4185,3/2/2018,,0,Active,4.24109589,OK,OK
621,Sales,Senior,Nairobi,Male,Diploma,3,4183,3/4/2018,7/29/2024,1,Voluntary,6.304109589,OK,OK
622,Sales,Mid,Accra,Female,Bachelor,3,4180,3/5/2018,,0,Active,8.438356164,OK,OK
623,Engineering,Manager,Accra,Male,Bachelor,2,4180,3/10/2018,1/16/2022,1,Involuntary,5.846575342,OK,OK
624,Operations,Mid,Johannesburg,Male,Bachelor,4,4175,3/10/2018,,0,Active,5.706849315,OK,OK
625,Finance,Manager,Accra,Female,Master,3,4175,3/14/2018,,0,Active,9.273972603,OK,OK
626,Engineering,Senior,Accra,Female,Diploma,1,4173,3/15/2018,,0,Active,7.575342466,OK,OK
627,Operations,Mid,Accra,Female,Master,2,4172,3/15/2018,,0,Active,8.043835616,OK,OK
628,HR,Junior,Johannesburg,Male,Master,5,4157,3/17/2018,,0,Active,5.136986301,OK,OK
629,Sales,Manager,Nairobi,Male,Bachelor,4,4154,3/18/2018,,0,Active,7.487671233,OK,OK
630,Engineering,Mid,Lagos,Female,Master,3,4147,3/23/2018,,0,Active,10.04109589,OK,OK
631,Finance,Junior,Nairobi,Female,Bachelor,4,4147,3/23/2018,,0,Active,1.739726027,OK,OK
632,Marketing,Junior,Accra,Male,Diploma,3,4139,3/24/2018,,0,Active,7.832876712,OK,OK
633,Operations,Mid,Lagos,Male,Master,5,4127,3/26/2018,,0,Active,5.843835616,OK,OK
634,Operations,Mid,Lagos,Male,Bachelor,3,4120,3/28/2018,,0,Active,6.02739726,OK,OK
635,Sales,Senior,Accra,Female,Bachelor,4,4116,3/28/2018,,0,Active,8.361643836,OK,OK
636,Engineering,Manager,Lagos,Male,Bachelor,2,4112,3/29/2018,,0,Active,2.871232877,OK,OK
637,Operations,Junior,Johannesburg,Female,PhD,3,4105,3/29/2018,,0,Active,4.104109589,OK,OK
638,Engineering,Senior,Accra,Male,Bachelor,5,4101,3/30/2018,5/30/2021,1,Voluntary,0.62739726,OK,Missing Tenure
639,Engineering,Junior,Accra,Female,Diploma,3,4101,3/31/2018,,1,Voluntary,,Date Error,OK
640,Engineering,Senior,Accra,Female,Bachelor,3,4099,3/31/2018,,0,Active,3.928767123,OK,OK
641,Sales,Senior,Accra,Female,Master,2,4092,4/2/2018,,0,Active,7.805479452,OK,OK
642,Engineering,Mid,Johannesburg,Male,Master,4,4091,4/3/2018,,0,Active,6.769863014,OK,OK
643,Sales,Senior,Lagos,Female,Bachelor,3,4090,4/3/2018,,0,Active,5.161643836,OK,OK
644,Engineering,Junior,Lagos,Female,Master,3,4088,4/5/2018,10/27/2019,1,Voluntary,5.526027397,OK,OK
645,Sales,Mid,Nairobi,Male,Bachelor,5,4087,4/6/2018,,0,Active,1.435616438,OK,OK
646,Marketing,Senior,Accra,Female,Bachelor,1,4078,4/11/2018,6/6/2021,1,Voluntary,3.684931507,OK,OK
647,Operations,Mid,Lagos,Female,Master,3,4078,4/11/2018,,0,Active,1.865753425,OK,OK
648,Finance,Junior,Lagos,Female,Master,5,4064,4/12/2018,,0,Active,6.194520548,OK,OK
649,HR,Mid,Lagos,Female,Master,3,4062,4/13/2018,,0,Active,8.287671233,OK,OK
650,Operations,Senior,Johannesburg,Male,Master,3,4054,4/21/2018,,0,Active,6.852054795,OK,OK
651,Sales,Junior,Nairobi,Male,Diploma,3,4054,4/23/2018,,0,Active,7.293150685,OK,OK
652,Operations,Junior,Lagos,Male,Master,4,4052,4/23/2018,,0,Active,8.75890411,OK,Missing Tenure
653,Operations,Senior,Nairobi,Female,Bachelor,2,4047,4/23/2018,,1,Voluntary,,Date Error,OK
654,HR,Senior,Accra,Female,Diploma,5,4037,4/25/2018,,0,Active,8.443835616,OK,OK
655,Engineering,Junior,Accra,Female,Bachelor,4,4037,4/28/2018,,0,Active,2.646575342,OK,OK
656,Sales,Junior,Accra,Male,Bachelor,2,4036,5/3/2018,,0,Active,3.621917808,OK,OK
657,Engineering,Junior,Accra,Male,Bachelor,4,4032,5/5/2018,9/11/2022,1,Voluntary,8.178082192,OK,OK
658,Engineering,Junior,Lagos,Female,Bachelor,3,4031,5/6/2018,,0,Active,5.539726027,OK,OK
659,Finance,Mid,Lagos,Male,Diploma,3,4026,5/6/2018,,0,Active,8.454794521,OK,OK
660,Operations,Senior,Johannesburg,Male,Bachelor,4,4024,5/10/2018,6/2/2016,1,Voluntary,2.032876712,Date Error,OK
661,Engineering,Mid,Lagos,Female,Bachelor,5,4014,5/12/2018,,0,Active,5.824657534,OK,OK
662,Customer Support,Mid,Lagos,Male,Bachelor,2,4008,5/16/2018,,0,Active,2.394520548,OK,Missing Tenure
663,Operations,Junior,Accra,Male,Bachelor,3,3998,5/18/2018,,1,Voluntary,,Date Error,Missing Tenure
664,Engineering,Senior,Accra,Male,Master,3,3995,5/20/2018,,1,Involuntary,,Date Error,OK
665,Sales,Mid,Lagos,Male,Master,3,3992,5/24/2018,,0,Active,4.939726027,OK,OK
666,Sales,Manager,Lagos,Female,Master,3,3988,5/27/2018,,0,Active,9.460273973,OK,OK
667,Engineering,Mid,Nairobi,Male,Bachelor,2,3987,5/28/2018,,0,Active,7.495890411,OK,OK
668,Sales,Junior,Accra,Male,Master,4,3986,6/2/2018,,0,Active,7.002739726,OK,Missing Tenure
669,Sales,Senior,Accra,Male,Diploma,3,3981,6/3/2018,,1,Voluntary,,Date Error,OK
670,Engineering,Junior,Lagos,Female,Diploma,2,3976,6/5/2018,,0,Active,8.97260274,OK,OK
671,Sales,Senior,Accra,Male,Bachelor,4,3975,6/6/2018,,0,Active,9.167123288,OK,OK
672,Marketing,Junior,Accra,Female,Master,4,3971,6/9/2018,,0,Active,3.032876712,OK,OK
673,Sales,Junior,Nairobi,Male,Bachelor,3,3966,6/9/2018,,0,Active,3.101369863,OK,OK
674,Operations,Senior,Accra,Male,Diploma,3,3964,6/18/2018,5/10/2017,1,Voluntary,1.904109589,Date Error,OK
675,Engineering,Junior,Lagos,Male,Diploma,3,3957,6/18/2018,,0,Active,7.410958904,OK,OK
676,Customer Support,Senior,Accra,Female,Master,3,3956,6/25/2018,10/2/2023,1,Voluntary,1.479452055,OK,OK
677,Sales,Junior,Accra,Female,Bachelor,3,3956,6/26/2018,,0,Active,9.471232877,OK,OK
678,Engineering,Mid,Lagos,Male,Bachelor,4,3955,6/27/2018,,0,Active,6.808219178,OK,Missing Tenure
679,Customer Support,Senior,Nairobi,Male,Bachelor,1,3955,7/2/2018,,1,Involuntary,,Date Error,OK
680,Marketing,Mid,Lagos,Female,Bachelor,2,3949,7/2/2018,10/8/2019,1,Involuntary,4.945205479,OK,OK
681,Marketing,Junior,Nairobi,Male,Master,1,3946,7/9/2018,9/6/2018,1,Voluntary,4.178082192,OK,Missing Tenure
682,Engineering,Junior,Accra,Female,Bachelor,2,3945,7/10/2018,,1,Voluntary,,Date Error,OK
683,Sales,Junior,Nairobi,Male,Master,2,3942,7/14/2018,,0,Active,9.61369863,OK,OK
684,Finance,Junior,Accra,Female,Bachelor,5,3939,7/15/2018,,0,Active,3.156164384,OK,OK
685,Customer Support,Mid,Nairobi,Female,Master,3,3934,7/18/2018,9/6/2020,1,Voluntary,3.032876712,OK,OK
686,Operations,Manager,Lagos,Female,Diploma,2,3933,7/18/2018,,0,Active,1.205479452,OK,OK
687,Operations,Senior,Johannesburg,Female,Bachelor,3,3930,7/21/2018,,0,Active,7.257534247,OK,OK
688,Engineering,Senior,Lagos,Male,Bachelor,5,3929,7/24/2018,,0,Active,2.37260274,OK,OK
689,HR,Senior,Accra,Female,Bachelor,3,3929,7/26/2018,,0,Active,1.569863014,OK,Missing Tenure
690,Sales,Senior,Accra,Male,Diploma,3,3926,7/27/2018,,1,Voluntary,,Date Error,OK
691,Engineering,Junior,Nairobi,Male,Master,4,3926,7/27/2018,,0,Active,3.243835616,OK,OK
692,Engineering,Manager,Lagos,Female,Bachelor,3,3925,7/28/2018,1/13/2021,1,Voluntary,4.863013699,OK,OK
693,Operations,Senior,Nairobi,Female,Master,3,3910,7/28/2018,,0,Active,4.216438356,OK,OK
694,Engineering,Mid,Accra,Female,Master,3,3908,8/2/2018,,0,Active,6.835616438,OK,OK
695,Sales,Junior,Accra,Male,Bachelor,3,3908,8/3/2018,,0,Active,8.926027397,OK,OK
696,Finance,Mid,Accra,Female,Master,3,3907,8/3/2018,,0,Active,4.997260274,OK,OK
697,Engineering,Mid,Johannesburg,Female,Master,4,3903,8/5/2018,,0,Active,4.082191781,OK,OK
698,Operations,Senior,Nairobi,Male,Bachelor,3,3894,8/6/2018,,0,Active,9.819178082,OK,OK
699,Sales,Mid,Johannesburg,Male,Master,3,3891,8/9/2018,,0,Active,6.783561644,OK,OK
700,Operations,Mid,Accra,Male,Bachelor,2,3876,8/12/2018,,0,Active,5.424657534,OK,OK
701,Operations,Manager,Lagos,Male,Bachelor,2,3870,8/17/2018,,0,Active,6.334246575,OK,OK
702,Sales,Junior,Nairobi,Female,Master,3,3866,8/18/2018,,0,Active,10.82191781,OK,OK
703,Engineering,Mid,Accra,Female,Bachelor,5,3863,8/20/2018,,0,Active,6.545205479,OK,OK
704,Sales,Junior,Nairobi,Female,Bachelor,3,3857,8/26/2018,,0,Active,5.791780822,OK,OK
705,Sales,Senior,Johannesburg,Female,Bachelor,4,3845,8/28/2018,12/8/2023,1,Voluntary,1.934246575,OK,OK
706,Customer Support,Manager,Johannesburg,Male,Master,3,3843,9/3/2018,,0,Active,4.890410959,OK,Missing Tenure
707,Engineering,Junior,Nairobi,Female,PhD,2,3841,9/5/2018,,1,Voluntary,,Date Error,Missing Tenure
708,HR,Senior,Accra,Male,Bachelor,2,3840,9/5/2018,,1,Voluntary,,Date Error,OK
709,Engineering,Junior,Accra,Female,Master,3,3840,9/6/2018,,0,Active,4.84109589,OK,OK
710,Finance,Manager,Johannesburg,Male,PhD,2,3826,9/8/2018,12/19/2022,1,Voluntary,7.454794521,OK,OK
711,HR,Senior,Accra,Female,Diploma,2,3824,9/19/2018,,0,Active,5.364383562,OK,Missing Tenure
712,Operations,Senior,Nairobi,Male,Bachelor,4,3822,9/22/2018,,1,Voluntary,,Date Error,Missing Tenure
713,Operations,Junior,Nairobi,Male,Master,1,3821,9/22/2018,,1,Voluntary,,Date Error,OK
714,Engineering,Manager,Lagos,Female,Master,3,3821,9/26/2018,,0,Active,1.778082192,OK,OK
715,Engineering,Senior,Johannesburg,Male,Master,3,3820,9/29/2018,,0,Active,5.260273973,OK,OK
716,Customer Support,Junior,Accra,Female,Bachelor,3,3806,9/29/2018,,0,Active,9.64109589,OK,OK
717,Marketing,Senior,Accra,Male,Diploma,3,3803,9/29/2018,,0,Active,4.389041096,OK,OK
718,Customer Support,Junior,Accra,Female,Bachelor,3,3799,10/1/2018,,0,Active,3.416438356,OK,OK
719,Sales,Senior,Lagos,Male,Bachelor,3,3789,10/5/2018,,0,Active,4.421917808,OK,OK
720,HR,Junior,Accra,Male,Bachelor,4,3782,10/5/2018,,0,Active,2.58630137,OK,OK
721,Customer Support,Senior,Accra,Male,Master,4,3777,10/9/2018,,0,Active,1.898630137,OK,Missing Tenure
722,Sales,Mid,Nairobi,Male,Diploma,2,3772,10/15/2018,,1,Voluntary,,Date Error,Missing Tenure
723,Sales,Junior,Johannesburg,Male,Master,2,3754,10/16/2018,,1,Voluntary,,Date Error,OK
724,HR,Junior,Accra,Male,Bachelor,4,3753,10/18/2018,,0,Active,6.819178082,OK,OK
725,Operations,Junior,Lagos,Male,Bachelor,3,3753,10/22/2018,,0,Active,4.698630137,OK,OK
726,Marketing,Mid,Johannesburg,Male,Diploma,3,3751,10/24/2018,,0,Active,2.183561644,OK,OK
727,Sales,Junior,Accra,Female,Bachelor,3,3749,10/26/2018,,0,Active,6.868493151,OK,OK
728,HR,Mid,Accra,Female,Diploma,2,3746,10/27/2018,9/16/2017,1,Voluntary,2.947945205,Date Error,OK
729,Sales,Junior,Accra,Male,PhD,3,3741,10/28/2018,,0,Active,8.043835616,OK,OK
730,Sales,Junior,Lagos,Female,Master,3,3737,10/29/2018,,0,Active,9.789041096,OK,OK
731,Sales,Senior,Accra,Female,Bachelor,3,3733,10/30/2018,12/31/2020,1,Voluntary,1.084931507,OK,OK
732,Marketing,Junior,Johannesburg,Male,Bachelor,3,3731,10/30/2018,9/3/2018,1,Involuntary,2.38630137,Date Error,OK
733,Finance,Manager,Lagos,Female,PhD,4,3727,11/2/2018,,0,Active,8.942465753,OK,OK
734,Operations,Senior,Lagos,Male,Bachelor,3,3723,11/8/2018,,0,Active,5.953424658,OK,OK
735,Engineering,Senior,Accra,Male,Diploma,2,3723,11/9/2018,,0,Active,6.646575342,OK,OK
736,Marketing,Mid,Lagos,Male,Bachelor,3,3716,11/10/2018,,0,Active,6.865753425,OK,OK
737,Engineering,Manager,Nairobi,Female,PhD,4,3711,11/10/2018,11/26/2024,1,Voluntary,6.991780822,OK,OK
738,Marketing,Junior,Nairobi,Female,Diploma,4,3711,11/17/2018,,0,Active,4.394520548,OK,OK
739,Engineering,Junior,Nairobi,Male,Bachelor,3,3709,11/20/2018,,0,Active,8.04109589,OK,OK
740,Engineering,Junior,Lagos,Male,PhD,2,3709,11/23/2018,3/13/2024,1,Voluntary,3.693150685,OK,OK
741,Operations,Senior,Johannesburg,Female,Diploma,4,3708,11/28/2018,11/18/2023,1,Involuntary,2.282191781,OK,Missing Tenure
742,Engineering,Junior,Nairobi,Male,Diploma,4,3704,12/1/2018,,1,Voluntary,,Date Error,OK
743,HR,Mid,Nairobi,Male,Bachelor,1,3702,12/2/2018,,0,Active,2.643835616,OK,OK
744,Operations,Manager,Accra,Female,Master,3,3700,12/4/2018,,0,Active,6.652054795,OK,OK
745,Engineering,Senior,Accra,Female,Bachelor,3,3687,12/4/2018,,0,Active,5.780821918,OK,OK
746,Marketing,Mid,Accra,Female,PhD,4,3686,12/5/2018,,0,Active,3.42739726,OK,OK
747,Engineering,Junior,Nairobi,Female,Master,3,3674,12/11/2018,,0,Active,2.421917808,OK,OK
748,Operations,Senior,Lagos,Female,Diploma,3,3672,12/11/2018,,0,Active,4.895890411,OK,OK
749,Marketing,Mid,Lagos,Male,PhD,5,3669,12/12/2018,,0,Active,8.208219178,OK,OK
